experiment,samples,blockedRate,confidenceScore,retrievalMs,generationMs,totalMs,accuracy,f1_score,bleu,gleu,rouge1,rouge_l,bert_score,sbert_similarity,distinct,llm_judge_normalised,faithfulness,answer_relevance,context_relevance,scope_avg
Experiment 4,2,0.0,0.0,0,8122,8122,0.602974828375286,0.30741626794258375,0.0,0.0675871132260715,0.30741626794258375,0.23564593301435408,0.6264852408935953,0.7124936282634735,1.0,1.0,0.0,0.7817000000000001,0.0,0.96
